Order_ID,Order_Date,Customer_Name,Region,State,Category,Product,Quantity,Sales,Profit,Payment_Mode,,
ORD00714,2025-07-06,Sneha Shetty,West,Tamil Nadu,Clothing,Jacket,9,34656,1776,Cash,,
ORD00715,2024-12-12,Sneha Verma,East,Tamil Nadu,Electronics,Tablet,3,5373,949,UPI,,
ORD00716,2024-05-21,Vikas Patel,East,Tamil Nadu,Clothing,Shoes,5,39595,9630,Net Banking,,
ORD00717,2025-04-28,Rohan Pawar,East,Maharashtra,Furniture,Desk,5,32183,4300,Cash,,
ORD00718,2024-01-01,Arjun Kadam,South,Delhi,Office Supplies,Stapler,10,28554,2693,Debit Card,,
ORD00719,2025-11-26,Rahul Ansari,South,Gujarat,Furniture,Chair,8,39656,7136,UPI,,
ORD00720,2024-02-01,Tanvi Shaikh,East,Tamil Nadu,Office Supplies,Printer Paper,7,35873,5066,Net Banking,,
ORD00721,2025-11-02,Aditya Jadhav,West,Maharashtra,Furniture,Chair,7,31924,3126,Debit Card,,
ORD00722,2024-03-04,Sakshi Deshmukh,West,Karnataka,Furniture,Sofa,1,10615,1188,Debit Card,,
ORD00723,2025-12-02,Neha Deshmukh,North,Karnataka,Electronics,Tablet,9,39011,3514,Credit Card,,
ORD00724,2024-05-27,Sneha Tiwari,North,Karnataka,Clothing,Jacket,7,37668,4853,Debit Card,,
ORD00725,2024-03-31,Aisha Gupta,South,Gujarat,Office Supplies,Stapler,1,16347,2040,Net Banking,,
ORD00726,2024-07-21,Arjun Pawar,East,Rajasthan,Electronics,Tablet,6,41705,7299,Credit Card,,
ORD00727,2024-07-04,Aditi Jadhav,North,Maharashtra,Electronics,Mobile,3,28754,3027,Credit Card,,
ORD00728,2025-02-01,Ishita Shetty,North,Rajasthan,Furniture,Desk,5,33213,4193,Cash,,
ORD00729,2025-03-28,Ananya Roy,South,Tamil Nadu,Furniture,Desk,9,18784,1313,Cash,,
ORD00730,2024-01-20,Aisha Ghosh,West,Gujarat,Clothing,Jeans,6,28102,6305,UPI,,
ORD00731,2024-06-06,Aryan Joshi,North,Rajasthan,Furniture,Desk,2,44208,9614,Net Banking,,
ORD00732,2024-01-14,Arjun Singh,West,Karnataka,Electronics,Headphones,2,21717,3108,Credit Card,,
ORD00733,2025-12-31,Siddharth Naik,North,Maharashtra,Furniture,Table,6,47635,11306,Net Banking,,
ORD00734,2025-01-14,Arjun Patil,North,Maharashtra,Electronics,Smart Watch,6,49976,9848,Cash,,
ORD00735,2025-12-20,Aditi Menon,South,Tamil Nadu,Electronics,Tablet,9,4102,920,UPI,,
ORD00736,2025-08-17,Om Singh,North,Maharashtra,Office Supplies,Printer Paper,10,40463,3693,Cash,,
ORD00737,2024-12-25,Tanvi Menon,West,Maharashtra,Electronics,Mobile,2,14997,3621,UPI,,
ORD00738,2024-06-08,Neha Patil,West,Gujarat,Office Supplies,Marker,10,11151,2299,Credit Card,,
ORD00739,2025-02-13,Yash Yadav,South,Gujarat,Office Supplies,Pen,2,43067,4399,Debit Card,,
ORD00740,2024-04-13,Sai Patel,West,Karnataka,Clothing,T-Shirt,1,13626,2192,Net Banking,,
ORD00741,2024-03-17,Aryan Ghosh,East,Gujarat,Clothing,T-Shirt,2,15895,3960,Credit Card,,
ORD00742,2024-01-08,Karan Mishra,East,Delhi,Electronics,Tablet,9,49160,3060,UPI,,
ORD00743,2024-11-02,Ananya Ansari,East,Gujarat,Clothing,T-Shirt,5,15202,1549,Credit Card,,
ORD00744,2025-10-22,Arjun Joshi,South,Maharashtra,Clothing,Jeans,8,30584,3911,Cash,,
ORD00745,2024-11-16,Aryan Gupta,North,Delhi,Furniture,Chair,9,29488,1857,Credit Card,,
ORD00746,2025-02-26,Aryan Gupta,East,Rajasthan,Furniture,Sofa,7,14185,2308,Debit Card,,
ORD00747,2024-05-03,Yash Chavan,West,Delhi,Furniture,Cabinet,8,29027,4193,UPI,,
ORD00748,2024-01-10,Arjun Shetty,East,Maharashtra,Furniture,Sofa,6,14688,2102,Cash,,
ORD00749,2024-05-24,Aditya Khan,North,Gujarat,Clothing,Shoes,5,26443,2904,Net Banking,,
ORD00750,2025-02-16,Tanvi Shaikh,West,Karnataka,Electronics,Mobile,7,38822,3779,Credit Card,,
ORD00751,2024-11-15,Tanvi Das,North,Rajasthan,Furniture,Cabinet,7,34565,8286,UPI,,
ORD00752,2024-01-20,Shreya Verma,East,Rajasthan,Furniture,Cabinet,4,39192,7166,Cash,,
ORD00753,2025-02-20,Karan Ansari,West,Maharashtra,Clothing,Jacket,3,17582,1162,Credit Card,,
ORD00754,2024-11-01,Om Shaikh,South,Gujarat,Clothing,T-Shirt,4,39990,4598,Credit Card,,
ORD00755,2025-02-28,Sneha Menon,East,Maharashtra,Office Supplies,Notebook,4,35325,4709,Credit Card,,
ORD00756,2024-04-04,Aditya Menon,East,Gujarat,Clothing,Shoes,4,25261,5305,Cash,,
ORD00757,2025-05-16,Ishita Shah,South,Maharashtra,Furniture,Chair,8,4153,281,Net Banking,,
ORD00758,2025-01-20,Vivaan Rane,East,Tamil Nadu,Furniture,Chair,9,34251,2247,Cash,,
ORD00759,2025-07-15,Aarav Jadhav,West,Delhi,Clothing,Jacket,4,5078,701,Credit Card,,
ORD00760,2025-03-25,Kavya Jadhav,West,Delhi,Office Supplies,Printer Paper,5,5659,1046,Net Banking,,
ORD00761,2025-09-17,Shreya Chavan,West,Rajasthan,Clothing,Jacket,4,26760,3435,UPI,,
ORD00762,2025-09-15,Vikas Jadhav,East,Gujarat,Office Supplies,Marker,9,11665,2801,Debit Card,,
ORD00763,2024-12-20,Ishita Nair,South,Maharashtra,Furniture,Desk,10,41427,3898,Debit Card,,
ORD00764,2024-01-02,Karan Patel,East,Maharashtra,Furniture,Desk,9,42832,2179,Net Banking,,
ORD00765,2024-09-02,Sai Naik,East,Tamil Nadu,Clothing,Shirt,2,46307,8743,Net Banking,,
ORD00766,2025-11-12,Shreya Kadam,West,Gujarat,Office Supplies,Pen,9,42411,6899,Net Banking,,
ORD00767,2025-03-21,Nikhil Patil,North,Rajasthan,Electronics,Mobile,7,24000,1875,Net Banking,,
ORD00768,2025-08-11,Aarav Sharma,West,Karnataka,Furniture,Table,10,24849,1298,Debit Card,,
ORD00769,2024-11-28,Siddharth Jadhav,West,Tamil Nadu,Office Supplies,Marker,1,14290,2704,Cash,,
ORD00770,2024-03-10,Tanvi Gupta,North,Maharashtra,Clothing,Jacket,1,31936,5891,Debit Card,,
ORD00771,2024-04-07,Vivaan Rane,South,Maharashtra,Office Supplies,Printer Paper,10,38510,7578,Debit Card,,
ORD00772,2024-08-02,Vikas Pawar,North,Tamil Nadu,Furniture,Chair,9,12114,2556,Credit Card,,
ORD00773,2024-07-11,Ritika Pawar,East,Gujarat,Electronics,Smart Watch,1,33630,2660,Cash,,
ORD00774,2024-01-06,Arjun Pawar,South,Gujarat,Furniture,Sofa,1,30089,2343,Net Banking,,
ORD00775,2025-09-10,Aditi Kadam,West,Rajasthan,Furniture,Desk,10,18842,4268,Credit Card,,
ORD00776,2024-03-15,Arjun Ansari,South,Rajasthan,Electronics,Tablet,5,29228,2755,Credit Card,,
ORD00777,2025-08-07,Priya Deshmukh,West,Tamil Nadu,Office Supplies,Stapler,8,33950,4427,Credit Card,,
ORD00778,2025-11-01,Aisha Khan,South,Maharashtra,Electronics,Headphones,10,37770,2762,Credit Card,,
ORD00779,2024-08-11,Nikhil Yadav,North,Tamil Nadu,Clothing,Shirt,9,31436,6112,Net Banking,,
ORD00780,2024-09-03,Nikhil Menon,North,Gujarat,Furniture,Cabinet,5,40160,9677,Net Banking,,
ORD00781,2024-11-16,Sneha Shaikh,East,Tamil Nadu,Electronics,Headphones,10,16250,3919,Cash,,
ORD00782,2024-05-25,Rahul Khan,South,Maharashtra,Office Supplies,Stapler,6,13076,2301,UPI,,
ORD00783,2024-12-26,Neha Mishra,North,Karnataka,Electronics,Headphones,4,27218,6059,UPI,,
ORD00784,2025-09-20,Ritika Nair,West,Delhi,Furniture,Chair,9,19631,1766,Debit Card,,
ORD00785,2024-05-04,Sai Gupta,West,Karnataka,Electronics,Smart Watch,1,17871,3801,Cash,,
ORD00786,2025-11-18,Sakshi Shetty,South,Gujarat,Electronics,Tablet,10,47412,2845,Net Banking,,
ORD00787,2025-04-23,Vivaan Chavan,South,Rajasthan,Furniture,Sofa,8,37264,6851,UPI,,
ORD00788,2025-05-07,Tanvi Nair,West,Delhi,Electronics,Tablet,3,25359,4555,Debit Card,,
ORD00789,2025-09-03,Priya Jadhav,North,Rajasthan,Furniture,Table,8,43256,10648,Net Banking,,
ORD00790,2025-09-13,Yash Naik,West,Tamil Nadu,Furniture,Chair,5,47602,10238,Cash,,
ORD00791,2024-04-18,Sai Singh,North,Rajasthan,Clothing,T-Shirt,6,39216,2986,Credit Card,,
ORD00792,2024-07-02,Nikhil Das,South,Delhi,Furniture,Desk,2,16072,898,UPI,,
ORD00793,2024-03-21,Sneha Deshmukh,West,Tamil Nadu,Furniture,Table,10,18015,3228,UPI,,
ORD00794,2025-07-24,Sneha Deshmukh,South,Karnataka,Electronics,Laptop,1,2726,435,Net Banking,,
ORD00795,2025-10-13,Kavya Nair,West,Maharashtra,Electronics,Laptop,6,47593,2545,UPI,,
ORD00796,2025-01-24,Meera Das,West,Delhi,Electronics,Mobile,6,39086,2727,Cash,,
ORD00797,2025-08-07,Nikhil Deshmukh,East,Karnataka,Office Supplies,Stapler,6,32343,7152,Credit Card,,
ORD00798,2025-08-30,Karan More,East,Tamil Nadu,Electronics,Smart Watch,1,684,108,Net Banking,,
ORD00799,2024-06-02,Aditi Ansari,North,Rajasthan,Electronics,Smart Watch,3,5470,585,UPI,,
ORD00800,2024-11-11,Pooja Das,East,Tamil Nadu,Electronics,Smart Watch,8,18298,2840,Credit Card,,
ORD00801,2025-03-05,Vikas Menon,West,Delhi,Clothing,T-Shirt,1,38396,7806,Debit Card,,
ORD00802,2024-10-04,Aryan Tiwari,East,Tamil Nadu,Office Supplies,Printer Paper,5,43670,10541,Debit Card,,
ORD00803,2024-03-05,Neha Rane,East,Delhi,Clothing,Shirt,2,23731,4299,Credit Card,,
ORD00804,2024-07-31,Rahul Jadhav,West,Rajasthan,Furniture,Table,5,6057,405,Cash,,
ORD00805,2024-06-14,Rahul Verma,North,Delhi,Office Supplies,Marker,6,44913,3391,Credit Card,,
ORD00806,2024-09-30,Yash Naik,East,Delhi,Clothing,Jacket,6,14933,1625,UPI,,
ORD00807,2024-04-19,Vivaan Iyer,South,Gujarat,Furniture,Table,5,40943,8864,Credit Card,,
ORD00808,2025-06-26,Sneha Shaikh,West,Gujarat,Clothing,T-Shirt,1,29634,6960,Net Banking,,
ORD00809,2025-07-10,Vikas Jadhav,South,Rajasthan,Clothing,Shoes,6,4900,632,Credit Card,,
ORD00810,2025-12-10,Vikas Gupta,East,Rajasthan,Office Supplies,Pen,3,17219,981,Net Banking,,
ORD00811,2024-04-16,Sakshi Iyer,South,Gujarat,Furniture,Table,3,19555,4469,Credit Card,,
ORD00812,2024-01-14,Sai Mishra,South,Delhi,Clothing,Jacket,9,41228,5395,UPI,,
ORD00813,2025-02-24,Aisha Iyer,East,Karnataka,Office Supplies,Marker,7,5337,794,Credit Card,,
ORD00814,2025-04-21,Aryan Pawar,North,Delhi,Furniture,Desk,10,44783,3394,UPI,,
ORD00815,2024-11-27,Ishita Ansari,West,Gujarat,Clothing,Shoes,9,12655,737,Cash,,
ORD00816,2025-10-01,Kavya Jadhav,North,Rajasthan,Electronics,Tablet,8,38395,2465,UPI,,
ORD00817,2025-06-03,Siddharth Verma,West,Karnataka,Clothing,Shoes,4,11160,778,Cash,,
ORD00818,2025-12-18,Nikhil Nair,West,Tamil Nadu,Office Supplies,Notebook,4,47665,5221,Debit Card,,
ORD00819,2024-08-26,Meera Nair,West,Rajasthan,Electronics,Headphones,2,36741,2948,Debit Card,,
ORD00820,2025-03-20,Sai Rane,East,Delhi,Clothing,Jeans,5,15843,927,Credit Card,,
ORD00821,2024-05-20,Sai Deshmukh,North,Delhi,Office Supplies,Notebook,2,1703,234,UPI,,
ORD00822,2025-02-03,Sai Deshmukh,South,Rajasthan,Furniture,Sofa,1,30582,6806,Debit Card,,
ORD00823,2025-09-21,Sakshi More,South,Rajasthan,Clothing,T-Shirt,1,41760,7729,Net Banking,,
ORD00824,2024-03-16,Aarav Naik,North,Karnataka,Electronics,Laptop,10,12292,850,UPI,,
ORD00825,2024-08-22,Neha Sharma,South,Maharashtra,Clothing,Jacket,8,3216,334,Cash,,
ORD00826,2025-09-05,Siddharth Rane,South,Maharashtra,Furniture,Table,5,7572,1250,UPI,,
ORD00827,2024-02-06,Abhishek Yadav,West,Maharashtra,Electronics,Laptop,7,13988,3028,Cash,,
ORD00828,2024-08-04,Shreya Kulkarni,West,Gujarat,Furniture,Sofa,10,2718,632,Credit Card,,
ORD00829,2025-03-05,Ishita Joshi,South,Delhi,Furniture,Table,10,29351,7122,Net Banking,,
ORD00830,2025-09-23,Tanvi Joshi,East,Karnataka,Electronics,Mobile,2,33718,3387,Cash,,
ORD00831,2025-07-24,Siddharth Kulkarni,North,Tamil Nadu,Office Supplies,Marker,3,29670,2544,Net Banking,,
ORD00832,2024-09-07,Karan Joshi,East,Maharashtra,Furniture,Chair,4,7031,746,Cash,,
ORD00833,2025-08-26,Ananya Shah,North,Tamil Nadu,Office Supplies,Stapler,10,15202,1694,UPI,,
ORD00834,2025-07-29,Aisha Joshi,East,Rajasthan,Electronics,Tablet,9,40321,9099,Debit Card,,
ORD00835,2025-10-02,Ritika Mishra,North,Maharashtra,Office Supplies,Stapler,1,26815,5177,Credit Card,,
ORD00836,2024-12-18,Yash More,South,Gujarat,Clothing,T-Shirt,6,33118,6908,Debit Card,,
ORD00837,2025-10-26,Kavya Naik,North,Tamil Nadu,Furniture,Chair,10,35531,4822,Net Banking,,
ORD00838,2024-01-25,Om Kulkarni,East,Rajasthan,Office Supplies,Marker,5,15443,1745,Debit Card,,
ORD00839,2025-11-01,Meera Naik,South,Rajasthan,Clothing,Shirt,9,29359,1842,Credit Card,,
ORD00840,2025-03-07,Shreya Das,North,Rajasthan,Office Supplies,Stapler,6,20161,3524,Credit Card,,
ORD00841,2024-05-20,Priya Sharma,North,Delhi,Office Supplies,Notebook,2,16313,3776,Net Banking,,
ORD00842,2025-07-05,Ananya Singh,East,Delhi,Electronics,Laptop,3,27283,6288,Debit Card,,
ORD00843,2025-07-12,Akash Verma,West,Tamil Nadu,Clothing,Jeans,7,15458,3805,UPI,,
ORD00844,2025-04-10,Meera Kulkarni,North,Maharashtra,Furniture,Sofa,1,29520,5336,Cash,,
ORD00845,2025-01-17,Neha Pawar,North,Rajasthan,Electronics,Smart Watch,3,6411,1589,UPI,,
ORD00846,2024-06-22,Aarav More,North,Maharashtra,Clothing,Shirt,10,11212,2100,Cash,,
ORD00847,2025-12-11,Arjun Iyer,South,Tamil Nadu,Clothing,Shoes,10,15489,2941,Credit Card,,
ORD00848,2025-09-22,Aisha Rane,East,Delhi,Electronics,Tablet,6,4579,1038,Debit Card,,
ORD00849,2024-01-22,Rohan Sharma,East,Rajasthan,Furniture,Table,9,34973,2970,Credit Card,,
ORD00850,2025-09-10,Akash Chavan,East,Gujarat,Office Supplies,Marker,2,2748,576,Credit Card,,
ORD00851,2025-10-23,Arjun Chavan,East,Delhi,Clothing,Jeans,6,3253,635,Net Banking,,
ORD00852,2025-06-14,Sakshi Jadhav,East,Tamil Nadu,Furniture,Desk,10,28703,6803,UPI,,
ORD00853,2024-05-23,Meera Roy,North,Gujarat,Office Supplies,Notebook,6,49712,5530,Debit Card,,
ORD00854,2025-05-26,Yash Naik,East,Tamil Nadu,Electronics,Headphones,2,30327,6496,Cash,,
ORD00855,2024-06-29,Tanvi Rane,East,Rajasthan,Clothing,Jeans,10,37629,2227,Net Banking,,
ORD00856,2025-05-02,Aarav Rane,South,Tamil Nadu,Electronics,Headphones,9,30688,2666,Cash,,
ORD00857,2025-05-02,Priya Ghosh,East,Gujarat,Clothing,Shirt,4,37729,2245,UPI,,
ORD00858,2025-11-24,Om Shah,West,Delhi,Office Supplies,Pen,10,12652,1131,Credit Card,,
ORD00859,2024-04-19,Neha Ghosh,South,Gujarat,Furniture,Desk,8,32127,4493,Credit Card,,
ORD00860,2024-06-22,Ishita Rane,South,Gujarat,Clothing,Shirt,4,45677,9164,Debit Card,,
ORD00861,2024-02-14,Ishita Shetty,North,Karnataka,Electronics,Mobile,10,14454,2798,Credit Card,,
ORD00862,2024-10-09,Vikas Das,North,Gujarat,Furniture,Desk,3,8151,665,Debit Card,,
ORD00863,2024-09-20,Aisha Kadam,East,Tamil Nadu,Clothing,Jeans,4,46764,4429,Cash,,
ORD00864,2025-10-01,Rahul Verma,East,Gujarat,Clothing,Shoes,3,46207,6127,UPI,,
ORD00865,2024-11-26,Aditi More,West,Rajasthan,Furniture,Table,2,32170,5667,Credit Card,,
ORD00866,2024-09-17,Priya Mishra,South,Maharashtra,Clothing,Shoes,3,13780,2921,Net Banking,,
ORD00867,2025-05-18,Sakshi Das,West,Tamil Nadu,Clothing,Shoes,6,49155,5391,Debit Card,,
ORD00868,2024-06-05,Vikas Ghosh,East,Gujarat,Office Supplies,Printer Paper,5,19672,1810,Debit Card,,
ORD00869,2025-05-25,Neha Verma,South,Maharashtra,Office Supplies,Stapler,4,23901,5011,Debit Card,,
ORD00870,2024-08-01,Yash More,East,Tamil Nadu,Office Supplies,Printer Paper,3,24568,2290,Credit Card,,
ORD00871,2025-10-25,Aditi Naik,East,Tamil Nadu,Office Supplies,Notebook,6,44129,6197,UPI,,
ORD00872,2024-09-01,Aditi Mishra,South,Karnataka,Office Supplies,Marker,1,43920,6688,Debit Card,,
ORD00873,2025-02-11,Vivaan Singh,West,Rajasthan,Office Supplies,Pen,4,31509,3128,Credit Card,,
ORD00874,2025-12-21,Vikas Khan,South,Delhi,Clothing,T-Shirt,4,36564,2626,Cash,,
ORD00875,2024-09-22,Rohan Chavan,South,Tamil Nadu,Clothing,Shirt,8,24259,4981,Debit Card,,
ORD00876,2024-02-01,Priya Rane,West,Maharashtra,Office Supplies,Printer Paper,10,31351,7241,Net Banking,,
ORD00877,2025-02-03,Sai Chavan,West,Tamil Nadu,Clothing,T-Shirt,5,11732,2623,UPI,,
ORD00878,2024-12-25,Vivaan Pawar,West,Tamil Nadu,Electronics,Laptop,9,30890,6470,Credit Card,,
ORD00879,2025-03-24,Aditya Ghosh,South,Delhi,Clothing,T-Shirt,4,39519,9028,Cash,,
ORD00880,2024-10-31,Sakshi Kulkarni,South,Delhi,Electronics,Tablet,6,14265,2344,Net Banking,,
ORD00881,2025-01-08,Tanvi Shah,West,Delhi,Electronics,Mobile,3,15112,2676,Credit Card,,
ORD00882,2024-02-16,Aryan Menon,North,Gujarat,Furniture,Chair,4,5171,697,Credit Card,,
ORD00883,2024-08-22,Aditi Sharma,East,Gujarat,Furniture,Cabinet,3,10968,625,Net Banking,,
ORD00884,2025-07-17,Pooja Gupta,North,Gujarat,Furniture,Cabinet,4,12981,2120,UPI,,
ORD00885,2025-01-10,Siddharth Kulkarni,West,Tamil Nadu,Clothing,T-Shirt,3,17754,2786,Net Banking,,
ORD00886,2025-03-21,Meera Verma,North,Gujarat,Office Supplies,Marker,7,7052,987,Debit Card,,
ORD00887,2024-04-15,Priya Shah,South,Rajasthan,Clothing,Shirt,9,15900,2113,Credit Card,,
ORD00888,2025-09-26,Vivaan Verma,West,Delhi,Office Supplies,Notebook,2,18114,1939,Cash,,
ORD00889,2025-05-07,Kavya Menon,South,Gujarat,Furniture,Desk,3,49555,11230,Debit Card,,
ORD00890,2024-11-15,Rohan Singh,South,Tamil Nadu,Office Supplies,Marker,10,23384,3894,Credit Card,,
ORD00891,2024-06-19,Akash Pawar,North,Maharashtra,Clothing,Shirt,7,23451,4970,UPI,,
ORD00892,2025-10-04,Siddharth Sharma,North,Delhi,Office Supplies,Pen,5,18715,3456,Credit Card,,
ORD00893,2025-03-18,Pooja Jadhav,North,Rajasthan,Electronics,Laptop,8,21532,2064,UPI,,
ORD00894,2025-11-06,Aryan Yadav,South,Delhi,Office Supplies,Notebook,10,37215,2751,Debit Card,,
ORD00895,2024-03-28,Kavya Rane,North,Gujarat,Furniture,Chair,3,38108,2999,Cash,,
ORD00896,2024-01-24,Rohan Naik,East,Maharashtra,Clothing,Jeans,9,47561,8849,UPI,,
ORD00897,2025-10-19,Ritika Shetty,East,Rajasthan,Clothing,Shoes,1,23238,3255,Net Banking,,
ORD00898,2024-04-03,Akash Gupta,East,Karnataka,Office Supplies,Pen,4,15342,3053,Cash,,
ORD00899,2024-01-16,Karan Shaikh,East,Gujarat,Furniture,Chair,1,1568,352,Debit Card,,
ORD00900,2025-05-30,Pooja Shetty,North,Karnataka,Furniture,Table,6,36089,7749,UPI,,
ORD00901,2025-02-04,Kavya Iyer,South,Delhi,Electronics,Smart Watch,5,11574,1104,UPI,,
ORD00902,2025-05-23,Tanvi Nair,East,Tamil Nadu,Furniture,Table,2,12986,2049,Cash,,
ORD00903,2025-12-25,Tanvi Patil,South,Tamil Nadu,Office Supplies,Pen,9,32003,1933,Debit Card,,
ORD00904,2024-02-15,Siddharth Chavan,East,Maharashtra,Furniture,Cabinet,7,33462,6902,Debit Card,,
ORD00905,2024-10-08,Aarav Shaikh,West,Tamil Nadu,Electronics,Headphones,5,36469,8324,Net Banking,,
ORD00906,2025-07-04,Nikhil Chavan,North,Tamil Nadu,Electronics,Mobile,9,40335,7576,Credit Card,,
ORD00907,2025-06-27,Rahul Ansari,West,Maharashtra,Clothing,Jacket,9,15246,3808,Debit Card,,
ORD00908,2024-02-07,Rohan Gupta,East,Gujarat,Furniture,Desk,5,14778,2520,Cash,,
ORD00909,2024-02-18,Siddharth Kulkarni,North,Rajasthan,Clothing,Jeans,1,45428,6510,UPI,,
ORD00910,2024-05-26,Siddharth Nair,West,Gujarat,Electronics,Mobile,6,511,44,Cash,,
ORD00911,2024-09-13,Sakshi Iyer,East,Delhi,Clothing,Jacket,9,45008,9800,Credit Card,,
ORD00912,2025-04-10,Kavya Jadhav,West,Tamil Nadu,Electronics,Headphones,5,36483,3959,UPI,,
ORD00913,2025-12-26,Ishita Kadam,North,Rajasthan,Electronics,Tablet,1,17278,3540,Cash,,
ORD00914,2025-02-11,Pooja Pawar,South,Karnataka,Clothing,Jeans,9,26895,3990,Cash,,
ORD00915,2024-02-16,Rohan Yadav,West,Tamil Nadu,Electronics,Mobile,6,32544,2233,Net Banking,,
ORD00916,2024-03-07,Aditya Roy,East,Maharashtra,Furniture,Sofa,2,1320,129,Credit Card,,
ORD00917,2024-06-17,Rahul Tiwari,North,Delhi,Clothing,Jeans,3,28003,2198,Credit Card,,
ORD00918,2024-12-07,Yash Tiwari,South,Tamil Nadu,Electronics,Smart Watch,8,44178,2684,Cash,,
ORD00919,2024-03-14,Aditi Chavan,South,Gujarat,Electronics,Smart Watch,9,38949,3074,Net Banking,,
ORD00920,2025-11-09,Shreya Patil,North,Tamil Nadu,Furniture,Sofa,8,42431,4665,Credit Card,,
ORD00921,2024-12-30,Pooja Das,West,Maharashtra,Furniture,Chair,4,20561,2763,Debit Card,,
ORD00922,2025-02-06,Rahul Shetty,East,Karnataka,Electronics,Headphones,3,20819,4944,Net Banking,,
ORD00923,2025-11-01,Om Patil,West,Karnataka,Clothing,Jeans,1,39970,8764,UPI,,
ORD00924,2025-01-29,Arjun Sharma,East,Karnataka,Furniture,Table,6,40772,2142,Net Banking,,
ORD00925,2025-02-26,Sai Khan,North,Tamil Nadu,Furniture,Table,6,42249,9415,UPI,,
ORD00926,2025-11-29,Shreya Gupta,South,Maharashtra,Electronics,Headphones,5,38915,3833,Credit Card,,
ORD00927,2025-11-17,Sai Iyer,West,Karnataka,Office Supplies,Notebook,1,29525,2231,Credit Card,,
ORD00928,2024-12-15,Pooja Jadhav,North,Gujarat,Clothing,Shirt,4,15738,1364,Debit Card,,
ORD00929,2025-10-24,Yash Yadav,West,Gujarat,Furniture,Cabinet,8,4079,993,Cash,,
ORD00930,2024-11-17,Priya Jadhav,North,Tamil Nadu,Electronics,Mobile,9,8399,1631,UPI,,
ORD00931,2025-06-01,Shreya Gupta,West,Gujarat,Furniture,Cabinet,7,31032,4631,Credit Card,,
ORD00932,2024-04-01,Vikas Chavan,North,Tamil Nadu,Clothing,Shirt,1,27415,3993,UPI,,
ORD00933,2024-10-11,Sakshi Shaikh,North,Karnataka,Clothing,Jacket,7,7030,354,Credit Card,,
ORD00934,2024-12-27,Sneha Roy,North,Rajasthan,Furniture,Chair,8,22530,3250,Cash,,
ORD00935,2024-07-13,Vikas Verma,East,Gujarat,Clothing,T-Shirt,10,48807,6281,Cash,,
ORD00936,2025-10-06,Aditi Menon,South,Gujarat,Clothing,Shirt,10,3783,379,UPI,,
ORD00937,2024-05-06,Om Nair,East,Delhi,Office Supplies,Marker,7,18664,4046,Cash,,
ORD00938,2024-10-07,Siddharth Rane,North,Tamil Nadu,Furniture,Table,2,36548,5027,Cash,,
ORD00939,2025-07-07,Sakshi Kadam,East,Delhi,Furniture,Chair,2,34281,1958,Debit Card,,
ORD00940,2024-11-21,Vivaan Nair,East,Maharashtra,Clothing,Shoes,3,10910,1542,Debit Card,,
ORD00941,2025-07-01,Akash Roy,West,Gujarat,Electronics,Smart Watch,1,14680,2068,Net Banking,,
ORD00942,2024-08-29,Abhishek Ansari,West,Tamil Nadu,Office Supplies,Printer Paper,1,17370,2332,Cash,,
ORD00943,2024-04-07,Akash Nair,East,Delhi,Clothing,Shoes,10,4231,335,Net Banking,,
ORD00944,2024-06-11,Priya Pawar,West,Rajasthan,Electronics,Smart Watch,2,37916,8546,Cash,,
ORD00945,2024-07-29,Arjun Singh,North,Rajasthan,Furniture,Cabinet,4,42069,2261,Net Banking,,
ORD00946,2025-06-18,Ananya Patil,West,Rajasthan,Electronics,Headphones,6,12494,1952,UPI,,
ORD00947,2024-03-31,Kavya Patil,North,Tamil Nadu,Electronics,Laptop,5,49199,12054,Net Banking,,
ORD00948,2024-05-08,Abhishek Naik,South,Tamil Nadu,Clothing,Jacket,8,33345,7469,Debit Card,,
ORD00949,2024-10-03,Vivaan Menon,North,Karnataka,Clothing,Shirt,4,5727,1429,Cash,,
ORD00950,2025-09-25,Aditi Mishra,West,Delhi,Furniture,Desk,5,11758,631,UPI,,
ORD00951,2025-11-05,Sakshi Jadhav,East,Gujarat,Electronics,Laptop,4,15049,1852,Net Banking,,
ORD00952,2024-11-01,Siddharth Ansari,East,Karnataka,Electronics,Laptop,4,35826,8154,Credit Card,,
ORD00953,2025-12-16,Ishita Roy,North,Gujarat,Furniture,Table,10,44200,8929,Debit Card,,
ORD00954,2025-03-09,Meera Nair,West,Gujarat,Office Supplies,Notebook,10,32166,7534,Net Banking,,
ORD00955,2025-05-02,Neha More,East,Karnataka,Office Supplies,Marker,7,13895,1604,Credit Card,,
ORD00956,2024-03-12,Aditya Shah,East,Delhi,Furniture,Table,6,21716,2767,Credit Card,,
ORD00957,2024-01-02,Karan Kulkarni,West,Karnataka,Clothing,T-Shirt,9,9592,1262,Cash,,
ORD00958,2025-04-09,Aisha Iyer,South,Karnataka,Office Supplies,Marker,8,15548,1206,Credit Card,,
ORD00959,2025-09-21,Aditya Deshmukh,North,Rajasthan,Office Supplies,Marker,7,38798,8839,Debit Card,,
ORD00960,2025-04-15,Shreya Verma,East,Maharashtra,Furniture,Table,10,28406,1868,Debit Card,,
ORD00961,2024-04-12,Nikhil Joshi,East,Maharashtra,Clothing,Shirt,6,30443,2037,UPI,,
ORD00962,2025-03-19,Om Pawar,West,Karnataka,Furniture,Sofa,5,15536,1265,Debit Card,,
